Response,Breakdown,Demo,Value
Agree ~ There will be more cannabis products available after legalization. , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),6.496
Agree ~ There will be more cannabis products available after legalization. , %Row,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),8.663
Agree ~ There will be more cannabis products available after legalization. , %Row,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),25.175
Agree ~ There will be more cannabis products available after legalization. , %Row,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),6.29
Agree ~ There will be more cannabis products available after legalization. , %Row,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),16.242
Agree ~ There will be more cannabis products available after legalization. , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),11.035
Agree ~ There will be more cannabis products available after legalization. , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),21.989
Agree ~ There will be more cannabis products available after legalization. , %Row,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.819
Agree ~ There will be more cannabis products available after legalization. , %Row,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),1.476
Agree ~ There will be more cannabis products available after legalization. , Index,Totals,100
Agree ~ There will be more cannabis products available after legalization. , Index,Have Personally Used Cannabis for Medical OR Recreational Purposes,113
Agree ~ There will be more cannabis products available after legalization. , Index,Non User ~ When Last Consumed Cannabis - Personally,110
Agree ~ There will be more cannabis products available after legalization. , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),118
Agree ~ There will be more cannabis products available after legalization. , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),106
Agree ~ There will be more cannabis products available after legalization. , Index,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),109
Agree ~ There will be more cannabis products available after legalization. , Index,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),109
Agree ~ There will be more cannabis products available after legalization. , Index,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),109
Agree ~ There will be more cannabis products available after legalization. , Index,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),111
Agree ~ There will be more cannabis products available after legalization. , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),118
Agree ~ There will be more cannabis products available after legalization. , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),111
Agree ~ There will be more cannabis products available after legalization. , Index,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),115
Agree ~ There will be more cannabis products available after legalization. , Index,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),100
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),Totals,4798.004
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),Have Personally Used Cannabis for Medical OR Recreational Purposes,1238.83
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),Non User ~ When Last Consumed Cannabis - Personally,3559.174
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),65.979
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),318.994
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),445.649
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),1238.804
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),343.937
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),815.417
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),352.075
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1079.464
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),31.19
Neutral ~ There will be more cannabis products available after legalization. , Audience(000),(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),106.496
Neutral ~ There will be more cannabis products available after legalization. , Resps,Totals,6929
Neutral ~ There will be more cannabis products available after legalization. , Resps,Have Personally Used Cannabis for Medical OR Recreational Purposes,1807
Neutral ~ There will be more cannabis products available after legalization. , Resps,Non User ~ When Last Consumed Cannabis - Personally,5122
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),142
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),563
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),845
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),2287
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),407
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),1128
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),365
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1017
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),48
Neutral ~ There will be more cannabis products available after legalization. , Resps,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),127
Neutral ~ There will be more cannabis products available after legalization. , %Col,Totals,15.149
Neutral ~ There will be more cannabis products available after legalization. , %Col,Have Personally Used Cannabis for Medical OR Recreational Purposes,15.468
Neutral ~ There will be more cannabis products available after legalization. , %Col,Non User ~ When Last Consumed Cannabis - Personally,17.253
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),13.56
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),16.444
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),17.762
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),16.879
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),18.789
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),17.654
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),11.905
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),17.23
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),13.846
Neutral ~ There will be more cannabis products available after legalization. , %Col,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),22.876
Neutral ~ There will be more cannabis products available after legalization. , %Row,Totals,100
Neutral ~ There will be more cannabis products available after legalization. , %Row,Have Personally Used Cannabis for Medical OR Recreational Purposes,25.82
Neutral ~ There will be more cannabis products available after legalization. , %Row,Non User ~ When Last Consumed Cannabis - Personally,74.18
Neutral ~ There will be more cannabis products available after legalization. , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1.375
